Id,neg,neu,pos,compound,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,target_compound
3392,0.0,0.817,0.183,0.7506,5.0,True,"03 2, 2010",A2J9B45TGA0YTE,0312346069,{'Format:': ' Hardcover'},Kim Schmitt,"I ordered this book because I wanted to share it with others since I already had a copy.

I wanted the recipients to know that they are special and have been since the day they were born.

I recommend for all ages.",insightful,1267488000,,,0.7528412322274882
3558,0.0,0.576,0.424,0.7088,5.0,True,"05 13, 2015",A25836TZKNJCG0,0312367481,{'Format:': ' Paperback'},Pam Kirkpatrick,Fabulous childrens book! It's a treasure to add to my collection.,Five Stars,1431475200,,,0.7091996644295302
3493,0.0,0.803,0.197,0.7096,5.0,True,"08 18, 2016",A1471UY6ZZL7YI,0312367481,{'Format:': ' Hardcover'},RD in San Diego,I remembered this book from my own childhood and hunted for it to share it with my 9 year old son.  He loves it as much as I did.,I remembered this book from my own childhood and hunted ...,1471478400,,,0.7091996644295302
3768,0.0,0.471,0.529,0.6696,5.0,True,"03 2, 2018",A2KA9WJAJ2DFBC,0374300216,{'Format:': ' Board book'},Katherine Spikes,My kids love the book!,Five Stars,1519948800,,,0.669872885032538
3840,0.0,0.182,0.818,0.6696,5.0,True,"08 29, 2017",A25YDBWQC6WT6P,0374300216,{'Format:': ' Board book'},karin starr,I love it!,Five Stars,1503964800,,,0.669872885032538
4822,0.0,0.779,0.221,0.7783,5.0,True,"10 7, 2015",A2RDW942MJGYB2,0374360960,{'Format:': ' Board book'},D. Hamner,The rhythm and rhyme of this book are delightful.  I have never seen a young child who didn't make this book a favorite to be read over and over.,Pout-Pout Fish,1444176000,,,0.7775262311557789
4308,0.0,0.424,0.576,0.7783,5.0,True,"01 9, 2018",A2DNXUR293OIN2,0374360960,{'Format:': ' Board book'},JKiss,Gift for grandson.  He loved the book,He loved the,1515456000,,,0.7775262311557789
5319,0.0,0.684,0.316,0.5709,5.0,True,"07 26, 2017",A3M72J3CZIJ2ZG,0375813616,{'Format:': ' Paperback'},Flash,My 6 year old nieces are really enjoying these books.,Great Reading for Kids.,1501027200,2,,0.5666339393939395
5330,0.0,0.519,0.481,0.5719,5.0,True,"05 5, 2017",A1RKC5JHL1W5HJ,0375813616,{'Format:': ' Paperback'},Tasha Cantrell,Daughter loves them.  She is 8,Five Stars,1493942400,,,0.5666339393939395
5983,0.086,0.795,0.119,0.7758,4.0,False,"10 28, 2002",A3DXVYD2TQHWGD,037582233X,{'Format:': ' Paperback'},J. Carroll,"STARGIRL is a moving novel of peer pressure and nonconformity; dealing directly with the stress teens face when confronted with the idea of ""not fitting in."" By showing the effect one ""different"" individual has on a school population, Spinelli gives us an accurate (if slightly overdramatic) portrayal of high school and the consequences of being different. Seen through the eyes of a young man who must choose between the group and the individual, this story of school life should be an eye-opener for any who have not taken a close look at the effect of peer pressure (or any who have never felt its cruel sting). Spinelli does over play his hand a bit when portraying Stargirl as an individual who is overwhelmingly good; the deck is stacked so far in her favor that there is no balance. This does not dim the importance of Spinelli's message and STARGIRL sends an important message of tolerance to readers.","Dare to be different, but expect consequences",1035763200,,,0.7713944598337951
5871,0.136,0.68,0.184,0.766,1.0,False,"06 13, 2009",AIK0G28AWIL17,037582233X,{'Format:': ' Mass Market Paperback'},DJY51,"Stargirl suddenly appears at a nondescript high school, where apathy reigns.  She does many kind things, but is completely out of touch with how to get along with people, and alternates between dazzling everyone and being held in contempt by the student body.  Her sense of individuality is impressive, and clearly she could have been incredibly well liked despite being different, but she had no interest in understanding basic human behavior, ie you don't cheer an opponent at a sports basketball game when they score.
The story wsa predictable, and incredibly trite.",Trite & Ridiculous,1244851200,2,,0.7713944598337951
6370,0.0,0.754,0.246,0.8168,5.0,False,"04 9, 2011",A3PAAJAFA9MB4A,0375850864,{'Format:': ' Paperback'},Andrea,I bought this for my 10 year old son. He loved it! Ten months later he still talks about it being one of his favorite books!,Fantastic Book,1302307200,,,0.8165098623853212
6243,0.0,0.639,0.361,0.8169,5.0,False,"01 9, 2014",AIUIDNKS9DD1O,0375850864,{'Format:': ' Kindle Edition'},Heidi S. Mcdade,This book was a very good it has a lot of surprising moments also there are a lot of good parts.,When You Reach Me BY Rebecca Stead,1389225600,,,0.8165098623853212
6635,0.0,0.247,0.753,0.7269,3.0,True,"08 27, 2015",A1RO20DWTX8AQS,0375848207,{'Format:': ' Hardcover'},Barbara B. Burns,"Pretty dated, but sweet.",Three Stars,1440633600,,,0.7293581939799332
6515,0.0,0.33,0.67,0.7269,5.0,True,"06 3, 2017",A2TAFLD4HZ66II,0375848207,{'Format:': ' Hardcover'},Jan B.,Enjoyed sharing with my granddaughter.,Five Stars,1496448000,,,0.7293581939799332
6907,0.0,0.882,0.118,0.7579,5.0,True,"07 7, 2015",A1ZVPDH9SJZFBE,0375858245,{'Format:': ' Paperback'},debob,"Our 11 year old boy, in the 6th grade next year and advanced reader was engrossed with this book.  I got the second book, Mr. Terupt Falls Again, and he loved that one too.  Our 9 year old girl who is in 4th grade next year is reading them now.  I preordered the third, Saving Mr. Terupt, being released later this July.",and he loved that one too,1436227200,,,0.7559031700288185
7003,0.0,0.833,0.167,0.7537,5.0,True,"07 24, 2014",A3F41TH5IUTGZL,0375858245,{'Format:': ' Kindle Edition'},Travis Payne,"Fantastic story told as kids would imagine it. As a teacher, I'm enlightened that this book shows how enlightening, impactful, and supportive a teacher can be. All of the students in this book are their own individuals, but they all figure out how they can coexist as a family!",Fantastic and Enlightening Story,1406160000,,,0.7559031700288185
7598,0.0,0.381,0.619,0.7067,5.0,True,"08 20, 2015",A39KAAOUV3QZZJ,0375868488,{'Format:': ' Board book'},Youmans,He loves it !!!!,Five Stars,1440028800,,,0.7059178451178452
7274,0.076,0.628,0.295,0.7082,5.0,True,"02 13, 2017",A2RWV3CNJ8VMIG,0375868488,{'Format:': ' Board book'},sydney ray,Both my nephews (toddlers obsessed with trucks) looooved this book. So cute and such a sweet little story!,Toddlers Loved It,1486944000,,,0.7059178451178452
7797,0.0,0.766,0.234,0.6467,5.0,True,"04 20, 2018",ACV6T8BFKKNOQ,038538369X,{'Format:': ' Board book'},JaimeBZ,Perfect for the first day of potty training! Really helped in the first few months!,Five Stars,1524182400,,,0.6469759689922481
7925,0.0,0.318,0.682,0.6467,5.0,False,"03 17, 2017",A2K2J5NT0KTOJN,038538369X,{'Format:': ' Board book'},yduj g,excellent training book!!,Five Stars,1489708800,,,0.6469759689922481
8312,0.0,0.74,0.26,0.7405,5.0,True,"09 17, 2017",A5MXR5D9UDYX5,0385376715,{'Format:': ' Hardcover'},Kathie,bought this for my first great grand-daughter who will be here at the end of November!!!!,Five Stars,1505606400,,,0.7393290375203916
8571,0.0,0.527,0.473,0.7424,5.0,True,"10 4, 2016",A383Q98HCAJ6EM,0385376715,{'Format:': ' Hardcover'},Jason Burton,One of my favorite books now! Such a sweet book.,Five Stars,1475539200,,,0.7393290375203916
9009,0.057,0.695,0.248,0.7375,5.0,True,"05 19, 2016",A3Z30WQSVY0CT,0385743572,{'Format:': ' Kindle Edition'},Ruth,"I didn't expect to like this book!  But it caught me, surprised me, and had me captured right to the end.  A good read!",Well-written fantasy,1463616000,,,0.7381916974169741
9819,0.031,0.807,0.161,0.7389,5.0,True,"11 22, 2013",A1RLN36NVUPRFI,0385743572,{'Format:': ' Kindle Edition'},SaggyMeatCurtains,"Great take on a super hero book that instead has those with powers rule as tyrants and the struggles that come with it. Very well thought out story, added enough details as you went along to paint a broad picture of the environment but also let you fill it in yourself  a bit.",Great Idea and Story,1385078400,,,0.7381916974169741
10302,0.0,0.125,0.875,0.7906,5.0,True,"12 5, 2014",A12DPU36LCRGEA,0399230033,{'Format:': ' Board book'},olgalovesyou,Funny & great art.,Five Stars,1417737600,,,0.7904957317073171
10194,0.0,0.5,0.5,0.7906,5.0,True,"04 20, 2016",AUBKHJ7RYYD88,0399230033,{'Format:': ' Board book'},Jeanette,Love the illustrations.  One of my all time favorites.,Five Stars,1461110400,,,0.7904957317073171
27916,0.105,0.713,0.181,0.6448,2.0,False,"05 11, 2014",A15RUH27XB6UQN,0439023521,{'Format:': ' Kindle Edition'},Marty in NC,"2 .5 stars.  An interesting supposition, but mediocrely written.  There are so many science fiction stories that are so much better.

The whole thing is written in the present tense only - Really?  The whole set-up for the story requires a HUGE suspension of disbelief. No character development.",Not a waste of time,1399766400,,,0.6446654293739967
16151,0.0,0.799,0.201,0.6448,5.0,False,"08 31, 2015",A89C3994MTX1A,0439023521,{'Format:': ' Kindle Edition'},Phillip Fipps,Read3 yrsago but all books in this series were cliff hangers  and so much better than the movie,A Must Read,1440979200,,,0.6446654293739967
13640,0.0,0.673,0.327,0.7469,5.0,False,"05 29, 2016",AS1I3D5LDJQTR,0439064864,{'Format:': ' Kindle Edition'},NorCal Shopper,"Same as the fist one, seen the movie but still loved it",seen the movie but still loved,1464480000,,,0.746691997537704
19771,0.069,0.835,0.096,0.7469,5.0,True,"05 11, 2002",ABSX5TGEGRH76,0439064864,{'Format:': ' Hardcover'},Andrew,"A year has passed, and Harry is on his way back to Hogwarts.  But before he leaves, a mysterious creature arrives and warns him about dangers that will occur if he returns to Hogwarts, but Harry pays no attention to him and goes back to school.  When he gets there, mysterious things begin to happen.  Threatning messages start to appear, and one of them claims that the ""Chamber of Secrets"" has been opened, but those who know about the Chamber don't believe it to be true.  Now Harry and his friends must solve the mystery to the Chamber, because whatever has been released is turning Hogwarts students into stone statues, and Harry is hearing strange, bodyless voices.  This book is darker than the first one, and it delves into Harry's and Voldemort's pasts.  This is another winner written by Ms. J.K. Rowling.",Wondrous,1021075200,2,,0.746691997537704
15435,0.06,0.691,0.248,0.7535,5.0,True,"04 21, 2016",A28VDA1GL0T2L7,0439139600,{'Format:': ' Paperback'},b,I adore this translation. Arabic to English can be difficult to read at times but this is a straightforward translation and is a really fun read.,Arabic to English can be difficult to read at times but this is a straightforward translation and is a really fun read.,1461196800,,,0.7533559388861508
17275,0.0,0.808,0.192,0.7531,5.0,False,"05 9, 2014",A1SNADY3KTCRKI,0439139600,{'Format:': ' Kindle Edition'},Joanne N.,"In the 4th book in the Harry Potter series, JK Rowling does it again and keeps you on your toes. This is the biggest book and it is amazing.",HP and the Goblet of Fire,1399593600,,,0.7533559388861508
22974,0.0,0.706,0.294,0.7025,5.0,False,"06 8, 2015",A1ZFMG1YRMSGO6,0439358078,{'Format:': ' Kindle Edition'},YoTre&#039;,One can't go wrong with any book from the Harry Potter series. Extremely well written books!!!,Five Stars,1433721600,,,0.7023496958352831
23863,0.0,0.87,0.13,0.7035,5.0,True,"08 15, 2013",A3QEMLLD9I5H4Z,0439358078,{'Format:': ' Audio CD'},NT,"This series has imagination, lotsa different ethnic nods, and magic!  What more could I ask for--even girls have adventures!  I have the audio, the movies, and the books.  I get something out of each every time I look in on Harry, not bad for a muggle.",This is the Best Series-Regardless of Age,1376524800,,,0.7023496958352831
30467,0.0,0.125,0.875,0.7906,5.0,True,"01 3, 2015",A29SK2EHHTVGMN,0439673631,{'Format:': ' Board book'},Beth Kleinstuber,Made a great gift,Great gift,1420243200,,,0.7875393442622951
30251,0.0,0.611,0.389,0.7906,5.0,True,"09 9, 2016",A3LVT2O6QP6J7U,0439673631,{'Format:': ' Board book'},Linda,"Love this book remedy for any that likes to read to their kids,grandkids",Five Stars,1473379200,,,0.7875393442622951
31463,0.0,0.628,0.372,0.7108,4.0,False,"08 20, 2014",A31TT0S1X09SYM,0439738199,{'Format:': ' Paperback'},Grammy Tammy,A good way to teach manners to little children.  Cute story and illustration!,Four Stars,1408492800,,,0.7138500978473581
31110,0.0,0.253,0.747,0.7096,5.0,True,"01 1, 2017",A381PJCCH5HPTG,0439738199,{'Format:': ' Paperback'},Bill B.,Gift for grand daughter.,Five Stars,1483228800,,,0.7138500978473581
31875,0.0,0.738,0.262,0.8316,5.0,False,"09 1, 2009",A3EMMBJ7R17TJT,0439813786,{'Format:': ' Hardcover'},Jackie Bearfield,My 11 year old son and I loved it. He loved the pictures and kept wondering what was going to happen next. Give it a try.,Awesome book.,1251763200,,,0.8317845982142857
31959,0.028,0.928,0.044,0.8315,5.0,False,"09 19, 2007",A3NBL1TI2M3CW1,0439813786,{'Format:': ' Hardcover'},Alex C. Telander,"Brian Selznick, who previously has done a mixture of writing and illustration, brings us his greatest creation to date: The Invention of Hugo Cabret.  The main character, Hugo, is a young orphan who used to live with his uncle behind the scenes of a Paris train station.  Then his uncle died, and Hugo now spends his time, in the late 1930s, winding up and oiling, fixing and maintaining the many clocks and devices around the train station, all alone.  He is rarely seen and actually lives behind the walls, while thousands of people, day to day, travel to make their trains, or disembark for other destinations.

It is on one day that he gets to know the man who owns the newsagents in the train station, after befriending his daughter.  The story slowly unfolds that the man is actually George Mlis, one of the most important people in the early days of film, his most famous piece being about four men who traveled to the moon known as A Trip to The Moon, with the memorable image of the dough-like moon with a face grimacing as the bullet-like ship is shot into its eye.  Mlis died in 1938, but it is in this story that he lives on working in obscurity at the newsagents.  The story unravels further to reveal an inextricable link between Mlis and Hugo.

While this would be an enjoyable story in its own right, Selznick has created a new medium using not just words, or pictures, or illustrations, but incorporating all three into a chronological miasma.  The book begins like a movie, with fifty pages of gray illustration as we zoom in on the train station, into the clock and Hugo Cabret.  Then there is the start of the story in word form, but instantly switching to illustration again, and then cutting to photographs where necessary.  The difference here is that the illustrations are not revealing the written word, but continuing the story of the word.  You cannot skip one, or you miss the story.  The Invention of Hugo Cabret uses all these forms to make this not just a book, but a collection of illustrations, and a type of movie or flicker-book that are all interwoven to tell the story of Hugo Cabret and his relationship with George Mlis, one of the original geniuses in the early days of film.

For more book reviews, and other writings, go to [...]",Invention of Hugo Cabret,1190160000,2,,0.8317845982142857
32008,0.0,0.666,0.334,0.7597,5.0,True,"04 25, 2017",A5Z6R91ZZNZQ6,0545166810,{'Format:': ' Paperback'},Jodi,Bought these for my 9 year old grandson. His teacher recommended the books.  He LOVES them!,Great book series,1493078400,,,0.7579413461538461
32180,0.09,0.677,0.233,0.762,5.0,True,"11 24, 2013",AEXPO496TAGXJ,0545166810,{'Format:': ' Kindle Edition'},Elaine Cox,"My son aged 10 loved this series, very well written, great plot, lots of suspense and it moves along.  Not for everyone, there's a lot of violence, his 3 year old sister's life is endangered several times.","Great story, might be too intense for some readers",1385251200,,,0.7579413461538461
32584,0.0,0.446,0.554,0.7351,5.0,True,"02 25, 2015",A183OMJZOO1QB8,0545540607,{'Format:': ' Paperback'},crystal lynn purser,My daughter loves this sequel to Smile.,Five Stars,1424822400,,,0.7340938888888888
32461,0.0,0.795,0.205,0.7351,3.0,True,"03 19, 2016",AFE53N5HG01Q9,0545540607,{'Format:': ' Kindle Edition'},schooltymer,"It was not what I exspected. I have 2 sisters & was hoping for a read about sisters enjoying each other, I put it down for awhile & will finish reading it later1",It was not what I exspected. I have 2 ...,1458345600,,,0.7340938888888888
32747,0.0,0.75,0.25,0.7901,5.0,True,"07 17, 2017",A3KYBI6TQXPH4U,0761130675,{'Format:': ' Hardcover'},Animalhouse,"My preschoolers love this book. If you don't know the song, look it up and learn it! (We like the Johnny Only version.)",Sweet book. Sweet song.,1500249600,,,0.7880137583892618
32774,0.0,0.364,0.636,0.7906,5.0,True,"01 23, 2017",A27K3NRQOGMWHY,0761130675,{'Format:': ' Board book'},Janice Biggs,Great children's book this was a gift.,Five Stars,1485129600,,,0.7880137583892618
33043,0.0,0.694,0.306,0.6486,5.0,True,"01 12, 2018",A39SBGG3F5OHYF,0761456864,{'Format:': ' Hardcover'},Anna Belliveau,This book teaches children to be responsible and respectful of people and our world.,Love this book.,1515715200,,,0.6432498461538462
33072,0.0,0.543,0.457,0.6369,4.0,True,"08 25, 2017",A2E1XCSOJCXLXP,0761456864,{'Format:': ' Hardcover'},Mary Meisenhelder,I love the concept of this book.,Four Stars,1503619200,,,0.6432498461538462
33719,0.051,0.769,0.18,0.6912,5.0,True,"07 14, 2016",AZ06KUO38FV3D,0763644765,{'Format:': ' Board book'},momofone,"My almost-3 year old INSISTS on reading this every time he uses the potty. We've read through it at least 150 times & it hasn't lost it's charm yet. He loves shouting ""I DID IT"" at the end. :-)",Great book,1468454400,,,0.6911684478371501
34452,0.0,0.759,0.241,0.6908,4.0,True,"10 23, 2013",A38SVUSQBK7PGA,0763644765,{'Format:': ' Board book'},M. E. Welsheimer,"My kids have always liked books by this author. It's a good way to introduce potty-training and the concept of ""undies.""",Funny Book,1382486400,,,0.6911684478371501
34970,0.0,0.849,0.151,0.6908,5.0,False,"11 26, 2009",A3LABDSWG5NI10,0764152319,{'Format:': ' Hardcover'},Kristie Finnan,"This was the book we used to help Potty Train our daughter.  It's short, sweet and to the point.  My daughter wanted to read it again and again.&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Mommy-s-High-Heel-Shoes/dp/0981756522/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Mommy's High Heel Shoes</a>",Simple Little Girly Potty Book,1259193600,,,0.6916175675675676
34730,0.0,0.769,0.231,0.69,5.0,True,"05 28, 2016",A1EL1XP3LBKSM8,0764152319,{'Format:': ' Hardcover'},Betsy G,This is one of my daughter's favorite books to read!  I think it has helped her get excited about using the potty.,This is one of my daughter's favorite books to read,1464393600,,,0.6916175675675676
35043,0.0,0.594,0.406,0.6249,5.0,True,"09 7, 2017",A1XC0N00DC6AHQ,0803731930,{'Format:': ' Board book'},Mindy T.,Bought for goddaughter. Great introduction to sign.,Perfect introduction to sign,1504742400,,,0.6237449044585986
35281,0.0,0.328,0.672,0.6249,5.0,True,"10 23, 2014",AVUOX5EISM0N6,0803731930,{'Format:': ' Board book'},mishi228,Awesome baby book.,Five Stars,1414022400,,,0.6237449044585986
36321,0.0,0.858,0.142,0.7783,5.0,True,"07 31, 2013",A2ELC90CUVXMYK,0811877825,{'Format:': ' Hardcover'},Kathy Irons,"This was part of a baby gift I gave to my newest grandson. Since his Dad is in the construction business I thought it would have a lot of meaning to my son and baby, however it would be appropriate for any baby.
The illustrations are beautiful.",Great book!,1375228800,,,0.7786995106035889
35511,0.0,0.507,0.493,0.7783,5.0,True,"08 25, 2016",ASPPRD2KJQ3T7,0811877825,{'Format:': ' Hardcover'},Annette,Given for a baby boy gift and they loved it.,Five Stars,1472083200,,,0.7786995106035889
36624,0.0,0.459,0.541,0.7096,5.0,True,"03 27, 2018",A2SMKH8T78K7MZ,0887431453,{'Format:': ' Paperback'},Kimberly Graham,good quality and keeps my daughters interest,Five Stars,1522108800,,,0.7127916387959866
36854,0.0,0.822,0.178,0.7163,5.0,True,"06 13, 2014",A2PLDOXEXAH70O,0887431453,{'Format:': ' Paperback'},Mary Ellen peel,"My 2-1/2 year old granddaughter is in to this book, her sister is 4 and they do the activities together! It's a great mind enhancing book!!",Pre-K big book!  Very useful!,1402617600,,,0.7127916387959866
37187,0.0,0.875,0.125,0.6467,5.0,True,"04 22, 2012",A2BXJ4U5O72G8M,0961519762,{'Format:': ' Hardcover'},Jean L. Arnold,The book came and was wrapped beautifully in protective wrap.  They also included white sticky back strips to cover over writing inside the cover..........since it was a used book.  It came fast!!,Tear Soup,1335052800,,,0.6435031372549019
37024,0.0,0.412,0.588,0.6467,5.0,True,"08 1, 2015",A21K73BN3J3TBZ,0961519762,{'Format:': ' Hardcover'},Carol Rausch,Excellent service and book!!,Five Stars,1438387200,,,0.6435031372549019
37499,0.0,0.809,0.191,0.6892,5.0,True,"10 29, 2015",AUISWFY4ZLP07,1416980067,{'Format:': ' Hardcover'},Ashley Meewes,My daughter adores this series! She will read one cover to cover in a sitting. Any books that can capture her like that are gold to me!,Fantastic read,1446076800,,,0.6867792401628222
37567,0.078,0.642,0.28,0.6893,5.0,True,"04 15, 2015",A3J8RFRJ412V2C,1416980067,{'Format:': ' Kindle Edition'},awsome,It was funny when Niki turned dorkalices into I'm not really sure yet Sure yet and i mean it ha that is a genuis,Rock it on,1429056000,,,0.6867792401628222
38483,0.077,0.663,0.26,0.8016,5.0,False,"12 8, 2014",A2ZWB5K2R5W2UF,1419708457,{'Format:': ' Hardcover'},C. Davis,What a cute little book! It has a great story and teaches kids to learn from their failures and try again. The women empowerment and throw back to history is a nice touch.,"Good book for kids, better for girls",1417996800,,,0.8023452282157676
38159,0.0,0.644,0.356,0.8016,5.0,True,"06 28, 2017",A11Z4N7P9V7TBX,1419708457,{'Format:': ' Kindle Edition'},M. Coffey,Great book!  Bought it for my children and nieces.  Hoping to raise future female engineers.,Great book! Bought it for my children and nieces,1498608000,,,0.8023452282157676
38689,0.0,0.778,0.222,0.7901,5.0,True,"06 28, 2016",A9LRUADOXTL41,1423133080,{'Format:': ' Hardcover'},Amanda,A+++++++. Absolute sweetest book. Plan on ordering more as we have this one memorised. Everyone I make read it agrees it's a keeper. Hope the other books in the series are as sweet!,Hope the other books in the series are as sweet!,1467072000,,,0.7874174556213018
38635,0.0,0.72,0.28,0.7906,5.0,True,"07 5, 2017",A2CZYPY4T3FF3I,1423133080,{'Format:': ' Hardcover'},Jenn,These were for my 7 year old's birthday and she loves them. The 4 year old has enjoyed going through them too.,"Cute, easy read",1499212800,,,0.7874174556213018
39040,0.0,0.663,0.337,0.7249,5.0,True,"10 10, 2016",A10GJ8R5KZJNEM,142319957X,{'Format:': ' Hardcover'},Vicki Reeves,My 3 year old daughter and 2 yr old son love this book!!!,Great book for small children!,1476057600,,,0.7290332326283988
39276,0.085,0.772,0.143,0.7229,3.0,False,"11 23, 2014",A6VP6LPZC0BOS,142319957X,{'Format:': ' Hardcover'},Bob Walch,"Although this latest Elephant & Piggie story is good it isn't quite as funny as some of the earlier ones. The pages that focus on Gerald's impatience are spot on but the ""surprise"" (what he is waiting for) is certainly not what I expected.  For some reason I felt let down and felt it wasn't up to what Willems has done in the past. Would I buy this book. Definitely! BUT if you do purchase it  don't say you weren't warned that the ending is OK but not GREAT.

Book supplied by publisher.",Was it worth waiting for? You be the judge!,1416700800,4,,0.7290332326283988
39581,0.0,0.726,0.274,0.7783,5.0,True,"01 20, 2014",A1T6ZWR3RPICV9,1442429771,{'Format:': ' Kindle Edition'},TJo,"This wasn't quite on par with Harry Potter, but still an interesting read.  I would recommend it to the younger readers.",Good Very Young Adult Series.,1390176000,,,0.7756216400911162
39427,0.0,0.786,0.214,0.7783,5.0,True,"06 26, 2015",A3SLM96GJUGU2K,1442429771,{'Format:': ' Kindle Edition'},Daemonicblackcat,Great series for kids and young adults. I first read this series in middle school and have since reread  it as a college student. The story definitely holds up.,Great series for kids and young adults,1435276800,,,0.7756216400911162
